cap-shape;cap-surface;cap-color;bruises;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;classification
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;purple   ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;white   ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;pink    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;pink    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;solitary ;woods  ;EDIBLE   
flat   ;scaly  ;brown   ;bruises;none    ;free    ;close  ;broad ;brown    ;tapering ;bulbous;smooth ;smooth ;gray    ;gray    ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;EDIBLE   
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;white   ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;close  ;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;pink    ;no     ;creosote;free    ;crowded;narrow;brown    ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;gray     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;pink     ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;several  ;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;scattered;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;black    ;several  ;woods  ;POISONOUS
convex ;smooth ;gray    ;no     ;creosote;free    ;close  ;narrow;purple   ;enlarging;bulbous;smooth ;smooth ;white   ;white   ;partial;white ;one ;pendant   ;brown    ;scattered;woods  ;POISONOUS
